chunk_id,source_id,sport,category,title,organization,text
C0036,S10,Tennis,Nutrition,Fueling for Tennis - Carbohydrate and Fluid Strategies,ISSN,"choices during changeovers. HYDRATION AND ELECTROLYTES - Sweat rates in tennis can exceed 1.5-2.0 Liters per hour in hot conditions. - Sodium is the primary electrolyte lost in sweat. Tennis players are prone to cramping if sodium is not replaced. - Fluid intake during matches should match sweat loss, typically equating to 150-250 ml (5-8 oz) every 15-minute changeover. TOURNAMENT CONSIDERATIONS - In tournaments with multiple matches per day, immediate post-match refueling is critical. - Players should consume 1.0-1.2 g/kg of carbohydrates along with 20g of protein immediately after their first match. KEY TAKEAWAYS - Maintain blood sugar during play with 30-60g carbs/hour. - Replace fluids and sodium at every changeover to prevent cramping and fatigue. - Rapid refueling is essential during multi-match tournament days."
C0037,S11,Tennis,Recovery,Recovery and Regeneration Practices in Elite Tennis,Journal of Sports Sciences,"SOURCE: Recovery and Regeneration Practices in Elite Tennis (2022) ORGANIZATION: Journal of Sports Sciences (JSS) CATEGORY: Tennis - Recovery ------------------------------------------------------------ OVERVIEW Tennis tournaments often require players to compete on consecutive days, sometimes playing both singles and doubles. Effective recovery is paramount to maintaining performance and minimizing injury risk throughout a tournament. EVIDENCE-BASED RECOVERY MODALITIES 1. Sleep: The foundation of recovery. 8-10 hours is recommended for athletes. Sleep extension before a tournament can improve performance. 2. Cold Water Immersion (CWI): Ice baths (10-15°C for 10-15 minutes) are highly effective at reducing delayed onset muscle soreness (DOMS) and perceived fatigue, particularly during tournaments. 3. Active Recovery: 10-15 minutes of light aerobic exercise (e.g., stationary bike) post-match helps clear metabolic byproducts. 4. Compression Garments: Wearing lower-body compression garments during travel or sleep can aid in reducing swelling and improving venous return. 5. Massage/Foam Rolling: Helps alleviate muscle tightness and improve range of motion."
C0038,S11,Tennis,Recovery,Recovery and Regeneration Practices in Elite Tennis,Journal of Sports Sciences,"Garments: Wearing lower-body compression garments during travel or sleep can aid in reducing swelling and improving venous return. 5. Massage/Foam Rolling: Helps alleviate muscle tightness and improve range of motion. Should be focused on the legs, lower back, and hitting shoulder. TIMING OF RECOVERY - 0-30 min post-match: Cool down, rehydrate, consume recovery snack (carbs + protein). - 30-60 min post-match: CWI or contrast baths, stretching/foam rolling. - 1-3 hours post-match: Full meal, massage. - Evening: High-quality sleep. PSYCHOLOGICAL RECOVERY - Mental fatigue significantly impairs physical performance. - Strategies like mindfulness, reading, or listening to music can help players 'switch off' from competition stress. KEY TAKEAWAYS - Prioritize sleep above all other recovery strategies. - Use cold water immersion to manage soreness during tournaments. - Establish a consistent post-match recovery routine."
C0039,S12,Tennis,Recovery,Cooling and Hydration Strategies in Hot-weather Tennis,ITF Sports Science Committee,"SOURCE: Cooling and Hydration Strategies in Hot-weather Tennis (2023) ORGANIZATION: ITF Sports Science Committee CATEGORY: Tennis - Recovery ------------------------------------------------------------ OVERVIEW Playing tennis in hot environments increases physiological strain, sweat rates, and the risk of heat illness. The ITF provides specific guidelines for managing heat stress through hydration and cooling strategies. PRE-COOLING - Lowering body temperature before the match can delay fatigue. - Strategies: Ingesting ice slurry drinks, wearing ice vests during the warm-up, or applying cold towels to the neck/head. PER-COOLING (During Match) - Using the 90-second changeovers effectively is critical. - Ice towels draped around the neck and over the head. - Drinking cold fluids (0-5°C). - Seeking shade using umbrellas. HYDRATION IN THE HEAT - Thirst is not an adequate indicator of hydration status during play. - Players should weigh themselves pre- and post-practice to calculate specific sweat rates. - Add electrolytes (specifically sodium) to drinks to promote"
C0040,S12,Tennis,Recovery,Cooling and Hydration Strategies in Hot-weather Tennis,ITF Sports Science Committee,"an adequate indicator of hydration status during play. - Players should weigh themselves pre- and post-practice to calculate specific sweat rates. - Add electrolytes (specifically sodium) to drinks to promote fluid retention. - If a player loses >2% body weight, they started the match under-hydrated or drank insufficiently. RECOVERY POST-MATCH IN HEAT - Rapidly cool the body using cold water immersion (ice baths). - Aggressively rehydrate with 150% of weight lost. - Avoid further heat exposure for the rest of the day. KEY TAKEAWAYS - Use ice towels and cold drinks during changeovers in hot weather. - Pre-cooling before the match can improve performance in extreme heat. - Monitor hydration status by weighing in before and after matches."
C0041,S13,Basketball,Training,FIBA Basketball Athletic Development Program,FIBA,"SOURCE: FIBA Basketball Athletic Development Program (2023) ORGANIZATION: International Basketball Federation (FIBA) CATEGORY: Basketball - Training ------------------------------------------------------------ OVERVIEW FIBA's physical development guidelines for basketball focus on the specific demands of the sport: explosive jumping, rapid changes of direction, and repeated sprinting, all interspersed with lower-intensity periods of play. TRAINING PRIORITIES 1. Power and Explosiveness: Vertical jump height is critical for rebounding and shooting. Plyometric training should be a staple. 2. Agility and Quickness: Defensive slides and offensive drives require lateral quickness and rapid deceleration capabilities. 3. Strength: Lower body strength (squats, deadlifts) is the foundation for power. Core strength provides stability in the air and against contact. 4. Conditioning: Basketball is primarily an anaerobic sport. Aerobic conditioning provides a base, but training should focus on high-intensity interval training (HIIT). COURT-BASED CONDITIONING - Suicides (Line Drills): Classic basketball conditioning, emphasizing acceleration and deceleration. - 17s: Running the width of the court"
C0042,S13,Basketball,Training,FIBA Basketball Athletic Development Program,FIBA,"but training should focus on high-intensity interval training (HIIT). COURT-BASED CONDITIONING - Suicides (Line Drills): Classic basketball conditioning, emphasizing acceleration and deceleration. - 17s: Running the width of the court 17 times in roughly one minute. Tests anaerobic capacity. - Slide Drills: Defensive shuffling side-to-side to build lateral endurance and glute strength. PERIODIZATION - Pre-season: High volume of strength and conditioning work to prepare for the season. - In-season: Focus shifts to maintenance and injury prevention. Strength training frequency decreases to 1-2 times per week. INJURY PREVENTION - Ankle sprains and knee injuries (e.g., ACL tears) are common. - Proprioceptive training (balance boards) and eccentric hamstring/quadriceps strengthening are recommended. KEY TAKEAWAYS - Focus conditioning on short, intense bursts rather than long slow distance running. - Develop lower body strength to support jumping power and reduce injury risk. - Maintain strength levels during the competitive season with short, intense workouts."
C0043,S13,Basketball,Training,FIBA Basketball Athletic Development Program,FIBA,"long slow distance running. - Develop lower body strength to support jumping power and reduce injury risk. - Maintain strength levels during the competitive season with short, intense workouts."
C0044,S14,Basketball,Training,NBA Academy - Strength and Conditioning for Young Players,NBA Academy,"SOURCE: NBA Academy - Strength and Conditioning for Young Players (2022) ORGANIZATION: NBA Academy CATEGORY: Basketball - Training ------------------------------------------------------------ OVERVIEW The NBA Academy program focuses on long-term athletic development for youth and junior basketball players, prioritizing movement quality over maximal strength in the early stages. FOUNDATIONAL MOVEMENTS Players must master basic movement patterns before adding significant external load: 1. Squat (Goblet squats before barbell squats) 2. Hinge (Romanian deadlifts, glute bridges) 3. Push (Push-ups, overhead presses) 4. Pull (Inverted rows, pull-ups) 5. Lunge (Multi-directional lunges for court mobility) 6. Carry (Farmer's walks for core stability) DEVELOPING EXPLOSIVENESS - Olympic weightlifting derivatives (e.g., jump shrugs, clean pulls) are used to develop power. - Medicine ball throws (chest passes, rotational throws) mimic the explosive upper-body actions of passing and rebounding. MOBILITY AND FLEXIBILITY - Basketball players often develop tight hips and ankles due to the nature of the sport and footwear. -"
C0045,S14,Basketball,Training,NBA Academy - Strength and Conditioning for Young Players,NBA Academy,"the explosive upper-body actions of passing and rebounding. MOBILITY AND FLEXIBILITY - Basketball players often develop tight hips and ankles due to the nature of the sport and footwear. - Daily mobility routines focusing on ankle dorsiflexion, hip internal/external rotation, and thoracic spine mobility are required. MANAGING GROWING ATHLETES - Growth spurts can temporarily reduce coordination and increase injury risk (e.g., Osgood-Schlatter disease). - During rapid growth phases, training load should be monitored carefully, and jumping volume may need to be reduced. KEY TAKEAWAYS - Master fundamental movement patterns before lifting heavy weights. - Prioritize ankle and hip mobility to counteract the demands of the sport. - Monitor youth athletes carefully during growth spurts to prevent overuse injuries."
C0046,S15,Basketball,Nutrition,Nutritional Strategies for Basketball Performance,Journal of the International Society of Sports Nutrition,"SOURCE: Nutritional Strategies for Basketball Performance (2022) ORGANIZATION: Journal of the International Society of Sports Nutrition (JISSN) CATEGORY: Basketball - Nutrition ------------------------------------------------------------ OVERVIEW Basketball requires short bursts of maximal energy, relying heavily on muscle glycogen. Proper fueling strategies are needed to sustain performance across four quarters and minimize fatigue late in the game. DAILY MACRONUTRIENT RECOMMENDATIONS - Carbohydrates: 5-7 g/kg body weight to replenish glycogen stores during heavy training or multi-game weeks. - Protein: 1.4-1.7 g/kg body weight to support muscle recovery and maintenance, particularly important given the physical contact and eccentric loading (landing) in the sport. - Fats: 20-35% of total caloric intake, focusing on healthy sources (avocados, nuts, olive oil) for general health and hormone production. PRE-GAME FUELING - Consume a meal high in carbohydrates (1-4 g/kg), moderate in protein, and low in fat/fiber 3-4 hours before tip-off. - Example: Grilled chicken breast, large portion of pasta with"
C0047,S15,Basketball,Nutrition,Nutritional Strategies for Basketball Performance,Journal of the International Society of Sports Nutrition,"- Consume a meal high in carbohydrates (1-4 g/kg), moderate in protein, and low in fat/fiber 3-4 hours before tip-off. - Example: Grilled chicken breast, large portion of pasta with tomato sauce, side salad. - A small, easy-to-digest carbohydrate snack (e.g., banana, sports gel) can be consumed 30-60 minutes before the game. IN-GAME NUTRITION - Muscle glycogen depletion is a primary cause of fatigue in the 4th quarter. - Players should aim to consume 30-60g of carbohydrates per hour during the game, primarily through sports drinks during timeouts and halftime. POST-GAME RECOVERY - Target the 4 R's: Refuel, Rebuild, Rehydrate, Rest. - Consume a recovery shake or meal containing carbohydrates and protein (approx. 3:1 or 4:1 ratio) within 45 minutes of the game ending. KEY TAKEAWAYS - Carbohydrates are the critical fuel for high-intensity basketball performance. - Consume a carb-heavy meal 3-4 hours before the game. - Use sports drinks"
C0048,S15,Basketball,Nutrition,Nutritional Strategies for Basketball Performance,Journal of the International Society of Sports Nutrition,of the game ending. KEY TAKEAWAYS - Carbohydrates are the critical fuel for high-intensity basketball performance. - Consume a carb-heavy meal 3-4 hours before the game. - Use sports drinks during the game to maintain energy levels in the second half.
C0049,S16,Basketball,Nutrition,Game-day Hydration and Fueling Protocol for Basketball,ACSM,"SOURCE: Game-day Hydration and Fueling Protocol for Basketball (2021) ORGANIZATION: American College of Sports Medicine (ACSM) CATEGORY: Basketball - Nutrition ------------------------------------------------------------ OVERVIEW The ACSM provides strict fluid replacement guidelines to prevent dehydration, which severely impacts shooting accuracy and defensive positioning in basketball. HYDRATION BEFORE THE GAME - Drink 5-7 ml/kg of body weight of water or sports drink roughly 4 hours prior to tip-off. - If urine is dark or nonexistent, drink an additional 3-5 ml/kg about 2 hours before the game. HYDRATION DURING THE GAME - Basketball is played in climate-controlled environments, but high intensity and heavy uniforms lead to significant sweat rates (1-2 Liters per hour). - Players should drink 150-250 ml of fluid during every timeout and quarter break. - For games where players log high minutes (over 20 minutes of actual playing time), a sports drink containing 6-8% carbohydrates and electrolytes (sodium/potassium) is recommended over plain"
C0050,S16,Basketball,Nutrition,Game-day Hydration and Fueling Protocol for Basketball,ACSM,"quarter break. - For games where players log high minutes (over 20 minutes of actual playing time), a sports drink containing 6-8% carbohydrates and electrolytes (sodium/potassium) is recommended over plain water. REHYDRATION AFTER THE GAME - Players should weigh themselves before and after the game to determine fluid loss. - Drink 1.5 Liters of fluid for every 1 kg of body weight lost. - This fluid should be consumed gradually over the next 2-4 hours, not chugged immediately. - Consuming salty snacks or a sports drink will help the body retain the fluid. KEY TAKEAWAYS - Pre-hydrate 4 hours before the game. - Use timeouts to maintain fluid levels. - Rehydrate aggressively based on weight lost during the game."
C0051,S17,Basketball,Recovery,Recovery Science in Basketball - Protocols and Best Practices,Sports Medicine,"SOURCE: Recovery Science in Basketball - Protocols and Best Practices (2022) ORGANIZATION: Sports Medicine Journal CATEGORY: Basketball - Recovery ------------------------------------------------------------ OVERVIEW Basketball seasons are grueling, often involving 2-3 games per week and extensive travel. Recovery is essential for maintaining jump height, sprint speed, and shooting percentages across the season. SLEEP HYGIENE - Sleep is the most potent recovery modality. - Players should target 8-10 hours of sleep per night. - Napping (20-30 minutes) on game days can improve alertness, particularly when traveling across time zones. ACTIVE RECOVERY AND MOBILITY - The day after a game should involve light aerobic activity (e.g., stationary cycling for 15-20 minutes) to promote blood flow without adding joint stress. - Dynamic stretching and foam rolling should target the calves, quadriceps, and IT bands, which endure heavy eccentric loading from jumping and landing. COLD WATER IMMERSION (CWI) - Ice baths are commonly used post-game to reduce"
C0052,S17,Basketball,Recovery,Recovery Science in Basketball - Protocols and Best Practices,Sports Medicine,"should target the calves, quadriceps, and IT bands, which endure heavy eccentric loading from jumping and landing. COLD WATER IMMERSION (CWI) - Ice baths are commonly used post-game to reduce muscle soreness and inflammation. - Recommended protocol: 10-15°C for 10-15 minutes. - Note: CWI should generally be avoided immediately after strength training sessions if the goal is muscle hypertrophy, but it is highly recommended after games to speed recovery for the next match. COMPRESSION - Wearing compression tights post-game and during travel helps reduce lower limb swelling and improves perceived recovery. KEY TAKEAWAYS - Prioritize 8-10 hours of sleep, supplemented by game-day naps. - Use active recovery the day after a game. - Cold water immersion is effective for quick turnarounds between games."
C0053,S18,Basketball,Recovery,Hydration Monitoring and Recovery for Basketball Players,GSSI,"SOURCE: Hydration Monitoring and Recovery for Basketball Players (2022) ORGANIZATION: Gatorade Sports Science Institute (GSSI) CATEGORY: Basketball - Recovery ------------------------------------------------------------ OVERVIEW GSSI focuses on precise hydration monitoring and post-game recovery tactics for basketball players, recognizing that indoor stadium conditions can still lead to substantial fluid loss. HYDRATION MONITORING - Urine color charts should be posted in locker rooms. Urine should be pale yellow. - Frequent cramping is often a sign of sodium depletion, not just fluid loss. Players prone to cramping should add a sodium supplement or salty snacks to their pre-game routine. RECOVERY NUTRITION TIMING - The ""Anabolic Window"": Consuming a recovery meal or shake within 30-60 minutes post-game maximizes glycogen replenishment and initiates muscle repair. - The recovery meal should contain approx. 1.0-1.2 g/kg of carbohydrates and 20-25g of high-quality protein (e.g., whey, casein, or a soy/pea blend). TRAVEL CONSIDERATIONS - Air travel dehydrates the body. Players should"
C0054,S18,Basketball,Recovery,Hydration Monitoring and Recovery for Basketball Players,GSSI,"meal should contain approx. 1.0-1.2 g/kg of carbohydrates and 20-25g of high-quality protein (e.g., whey, casein, or a soy/pea blend). TRAVEL CONSIDERATIONS - Air travel dehydrates the body. Players should drink extra water during flights. - Traveling across time zones disrupts circadian rhythms, making sleep management the primary recovery focus during road trips. KEY TAKEAWAYS - Monitor hydration daily using urine color. - Address cramping with both fluids and sodium. - Capitalize on the 30-60 minute post-game recovery window with carbs and protein."
C0055,S19,Strength Training,Training,NSCA Essentials of Strength Training and Conditioning - Beginner Programming,National Strength and Conditioning Association,"SOURCE: NSCA Essentials of Strength Training and Conditioning - Beginner Programming (2022) ORGANIZATION: National Strength and Conditioning Association (NSCA) CATEGORY: Strength Training - Training ------------------------------------------------------------ OVERVIEW The NSCA outlines foundational principles for individuals beginning a resistance training program. For beginners, learning proper exercise technique and building a base of muscular endurance and hypertrophy are the primary goals, rather than maximal strength. EXERCISE SELECTION - Prioritize multi-joint (compound) exercises: Squats, deadlifts, bench presses, overhead presses, and rows. These recruit large muscle masses and stimulate greater metabolic and hormonal responses. - Single-joint (isolation) exercises (e.g., bicep curls, leg extensions) can be included but should follow compound movements. - Order of exercises: Power exercises (if any) -> Core/Compound exercises -> Assistance/Isolation exercises. TRAINING FREQUENCY - Beginners should strength train 2 to 3 days per week on non-consecutive days. - Full-body routines are recommended for beginners rather than split routines (e.g., training only chest"
C0056,S19,Strength Training,Training,NSCA Essentials of Strength Training and Conditioning - Beginner Programming,National Strength and Conditioning Association,"FREQUENCY - Beginners should strength train 2 to 3 days per week on non-consecutive days. - Full-body routines are recommended for beginners rather than split routines (e.g., training only chest on one day). SETS, REPS, AND INTENSITY - For hypertrophy and foundational strength: 2-3 sets of 8-12 repetitions per exercise. - Intensity: Weights should be approximately 67-80% of the individual's 1-Repetition Maximum (1RM). - Rest periods: 30-90 seconds between sets. PROGRESSIVE OVERLOAD - To continue making gains, the demands placed on the muscles must continually increase. - The 2-for-2 Rule: If an athlete can perform two or more repetitions over their assigned repetition goal in the last set of an exercise for two consecutive workouts, weight should be added for that exercise in the next training session. KEY TAKEAWAYS - Focus on compound movements (squats, deadlifts, presses). - Train 2-3 times per week with full-body workouts. - Use 2-3 sets"
C0057,S19,Strength Training,Training,NSCA Essentials of Strength Training and Conditioning - Beginner Programming,National Strength and Conditioning Association,"that exercise in the next training session. KEY TAKEAWAYS - Focus on compound movements (squats, deadlifts, presses). - Train 2-3 times per week with full-body workouts. - Use 2-3 sets of 8-12 reps with 30-90 seconds rest. - Apply the 2-for-2 rule for progressive overload."
C0058,S20,Strength Training,Training,Progressive Overload and Periodization for Beginners,ACSM,"SOURCE: Progressive Overload and Periodization for Beginners (2021) ORGANIZATION: American College of Sports Medicine (ACSM) CATEGORY: Strength Training - Training ------------------------------------------------------------ OVERVIEW The ACSM provides evidence-based guidelines on how to structure and progress resistance training programs to ensure continued adaptations and prevent plateaus. PRINCIPLE OF PROGRESSIVE OVERLOAD - Progressive overload is the gradual increase of stress placed upon the body during exercise training. - Variables to manipulate: 1. Resistance (Weight): Increasing the load lifted. 2. Volume: Increasing the number of sets or repetitions. 3. Frequency: Increasing the number of training sessions per week. 4. Rest intervals: Decreasing rest between sets (increases metabolic stress). PERIODIZATION CONCEPTS - Periodization is the systematic planning of athletic or physical training. - Linear Periodization (Traditional): Involves gradually increasing intensity (weight) and decreasing volume (reps) over several weeks or months. E.g., moving from sets of 12 reps -> sets of 8 reps -> sets of 5"
C0059,S20,Strength Training,Training,Progressive Overload and Periodization for Beginners,ACSM,"Involves gradually increasing intensity (weight) and decreasing volume (reps) over several weeks or months. E.g., moving from sets of 12 reps -> sets of 8 reps -> sets of 5 reps over a 12-week program. - Undulating Periodization: Varying intensity and volume within the week (e.g., Monday: 3x12, Wednesday: 4x5, Friday: 3x8). This can be effective but is usually reserved for intermediate/advanced trainees. BEGINNER RECOMMENDATIONS - Beginners should focus on a linear progression model. Add a small amount of weight (e.g., 2.5-5 lbs to upper body lifts, 5-10 lbs to lower body lifts) each week while maintaining the same sets and reps. - Focus on movement proficiency before aggressively increasing load. Form breakdown is an indicator that the load is too heavy. WARM-UP PROTOCOLS - 5-10 minutes of light aerobic activity (e.g., rowing, cycling). - Dynamic stretching targeting the specific muscles to be worked (e.g., arm circles, walking lunges). -"
C0060,S20,Strength Training,Training,Progressive Overload and Periodization for Beginners,ACSM,"too heavy. WARM-UP PROTOCOLS - 5-10 minutes of light aerobic activity (e.g., rowing, cycling). - Dynamic stretching targeting the specific muscles to be worked (e.g., arm circles, walking lunges). - 1-2 lighter warm-up sets of the first exercise before moving to the working weight. KEY TAKEAWAYS - Increase weight gradually while maintaining proper form. - Use linear periodization for beginners. - Always perform a general and specific warm-up before lifting heavy loads."
C0061,S21,Strength Training,Nutrition,Protein Requirements for Strength Athletes - ISSN Position Stand,International Society of Sports Nutrition,"SOURCE: Protein Requirements for Strength Athletes - ISSN Position Stand (2022) ORGANIZATION: International Society of Sports Nutrition (ISSN) CATEGORY: Strength Training - Nutrition ------------------------------------------------------------ OVERVIEW The ISSN provides a comprehensive review of protein needs for individuals engaged in regular resistance training, aiming to maximize muscle protein synthesis (MPS) and promote hypertrophy. DAILY PROTEIN INTAKE - To build and maintain muscle mass, an overall daily protein intake in the range of 1.4-2.0 g protein/kg body weight/day (g/kg/d) is sufficient for most exercising individuals. - Higher intakes (2.3-3.1 g/kg/d) may be needed during periods of caloric restriction (cutting) to prevent the loss of lean muscle mass. PER-MEAL PROTEIN DOSING - To maximize muscle protein synthesis, protein should be evenly distributed across 3-4 meals throughout the day. - Optimal per-meal dose: 0.25-0.40 g/kg/meal, or an absolute dose of 20-40 g of protein per meal. - The protein source should contain a high amount"
C0062,S21,Strength Training,Nutrition,Protein Requirements for Strength Athletes - ISSN Position Stand,International Society of Sports Nutrition,"meals throughout the day. - Optimal per-meal dose: 0.25-0.40 g/kg/meal, or an absolute dose of 20-40 g of protein per meal. - The protein source should contain a high amount of essential amino acids (EAAs), particularly leucine (700-3000 mg per dose), which acts as the primary trigger for MPS. PROTEIN TIMING AND SOURCES - The ""anabolic window"" of opportunity post-exercise is wider than previously thought. However, consuming high-quality protein within 2 hours after a workout is a prudent strategy. - High-quality sources: Whey, casein, eggs, meat, poultry, dairy. - Plant-based athletes: Can achieve similar results by combining protein sources (e.g., rice and pea protein) or consuming slightly larger total amounts of protein to ensure adequate EAA intake. PRE-SLEEP PROTEIN - Consuming 30-40 g of slow-digesting protein (like casein, found in dairy) 30 minutes before sleep can increase overnight muscle protein synthesis and improve recovery. KEY TAKEAWAYS - Consume 1.4-2.0 g/kg/d"
C0063,S21,Strength Training,Nutrition,Protein Requirements for Strength Athletes - ISSN Position Stand,International Society of Sports Nutrition,"Consuming 30-40 g of slow-digesting protein (like casein, found in dairy) 30 minutes before sleep can increase overnight muscle protein synthesis and improve recovery. KEY TAKEAWAYS - Consume 1.4-2.0 g/kg/d of protein daily. - Spread protein intake evenly across 3-4 meals (20-40g per meal). - Consider 30-40g of casein protein before bed to enhance overnight recovery."
C0064,S22,Strength Training,Nutrition,Dietary Protein and Muscle Synthesis - NIH Overview,National Institutes of Health - Office of Dietary Supplements,"SOURCE: Dietary Protein and Muscle Synthesis - NIH Overview (2023) ORGANIZATION: National Institutes of Health (NIH) - Office of Dietary Supplements CATEGORY: Strength Training - Nutrition ------------------------------------------------------------ OVERVIEW The NIH provides guidance on dietary protein requirements for active individuals, distinguishing between the needs of sedentary adults and those engaged in intense athletic training. PROTEIN QUALITY AND AMINO ACIDS - Proteins are made up of 20 amino acids. Nine of these are essential amino acids (EAAs) that the body cannot produce and must be obtained from food. - Complete proteins contain all nine EAAs. Animal sources (meat, poultry, fish, eggs, dairy) are generally complete proteins. - Incomplete proteins lack one or more EAAs. Most plant sources (beans, grains, nuts) are incomplete, though soy and quinoa are notable exceptions. SUPPLEMENTATION vs. WHOLE FOODS - Protein powders (whey, casein, pea, soy) offer a convenient and efficient way to increase protein intake, particularly around"
C0065,S22,Strength Training,Nutrition,Dietary Protein and Muscle Synthesis - NIH Overview,National Institutes of Health - Office of Dietary Supplements,"though soy and quinoa are notable exceptions. SUPPLEMENTATION vs. WHOLE FOODS - Protein powders (whey, casein, pea, soy) offer a convenient and efficient way to increase protein intake, particularly around workout times. - However, whole food protein sources provide additional essential nutrients (e.g., iron, zinc, B vitamins) that are not typically found in isolated protein supplements. - The NIH recommends prioritizing whole foods and using supplements only when daily targets cannot be met through diet alone. SAFETY OF HIGH PROTEIN DIETS - For healthy individuals with normal kidney function, consuming a high-protein diet (up to 2.0-2.5 g/kg/day) does not cause kidney damage or adverse health effects. - Individuals with pre-existing kidney disease should consult a physician before increasing protein intake. CARBOHYDRATES FOR STRENGTH TRAINING - While protein builds muscle, carbohydrates fuel the workouts. - Consuming carbohydrates alongside protein post-workout can stimulate insulin release, which may further enhance the muscle-building environment,"
C0066,S22,Strength Training,Nutrition,Dietary Protein and Muscle Synthesis - NIH Overview,National Institutes of Health - Office of Dietary Supplements,"CARBOHYDRATES FOR STRENGTH TRAINING - While protein builds muscle, carbohydrates fuel the workouts. - Consuming carbohydrates alongside protein post-workout can stimulate insulin release, which may further enhance the muscle-building environment, though protein is the primary driver. KEY TAKEAWAYS - Prioritize complete, whole-food protein sources. - Use protein supplements for convenience, not as a replacement for a balanced diet. - High protein diets are safe for healthy individuals."
C0067,S23,Strength Training,Recovery,Sleep and Recovery for Strength Athletes - Consensus Review,NSCA,"SOURCE: Sleep and Recovery for Strength Athletes - Consensus Review (2022) ORGANIZATION: National Strength and Conditioning Association (NSCA) CATEGORY: Strength Training - Recovery ------------------------------------------------------------ OVERVIEW Recovery from heavy resistance training involves repairing muscle tissue, replenishing glycogen stores, and allowing the central nervous system (CNS) to recuperate. The NSCA highlights sleep as the paramount recovery strategy. SLEEP AND HORMONE PRODUCTION - The majority of Human Growth Hormone (HGH) and testosterone are secreted during deep sleep (slow-wave sleep). - These hormones are critical for muscle hypertrophy and tissue repair. - Sleep deprivation (getting less than 6-7 hours per night) significantly blunts the release of these anabolic hormones and increases cortisol (a catabolic, stress hormone), creating an unfavorable environment for muscle growth. MANAGING CENTRAL NERVOUS SYSTEM (CNS) FATIGUE - Heavy compound lifts (e.g., deadlifts, heavy squats) tax the CNS heavily. - Symptoms of CNS fatigue include decreased grip strength, lack of motivation, disrupted"
C0068,S23,Strength Training,Recovery,Sleep and Recovery for Strength Athletes - Consensus Review,NSCA,"CENTRAL NERVOUS SYSTEM (CNS) FATIGUE - Heavy compound lifts (e.g., deadlifts, heavy squats) tax the CNS heavily. - Symptoms of CNS fatigue include decreased grip strength, lack of motivation, disrupted sleep, and stalled progress. - Recovery from CNS fatigue takes longer than localized muscle recovery; it may take 48-72 hours for the CNS to fully recover from a maximal lifting session. NUTRITION AS RECOVERY - Recovery is impossible without adequate caloric intake. - To build muscle, a slight caloric surplus (200-500 extra calories per day) is generally required, alongside adequate protein. HYDRATION FOR STRENGTH - Dehydration reduces maximal strength and power output. - Muscle cells that are well-hydrated are more anabolic (prone to growth). - Aim for clear or pale-yellow urine daily. KEY TAKEAWAYS - Sleep 8+ hours to maximize growth hormone and testosterone production. - Recognize that heavy lifts require CNS recovery, not just muscle recovery. - Ensure adequate"
C0069,S23,Strength Training,Recovery,Sleep and Recovery for Strength Athletes - Consensus Review,NSCA,"urine daily. KEY TAKEAWAYS - Sleep 8+ hours to maximize growth hormone and testosterone production. - Recognize that heavy lifts require CNS recovery, not just muscle recovery. - Ensure adequate overall caloric intake to support the recovery process."
C0070,S24,Strength Training,Recovery,Rest Periods and Deload Strategies in Resistance Training,Journal of Strength and Conditioning Research,"SOURCE: Rest Periods and Deload Strategies in Resistance Training (2022) ORGANIZATION: Journal of Strength and Conditioning Research (JSCR) CATEGORY: Strength Training - Recovery ------------------------------------------------------------ OVERVIEW Continuous, high-intensity resistance training without planned periods of reduced volume or intensity leads to overtraining, injury, and stalled progress. The JSCR reviews the efficacy of deload weeks and rest interval management. DELOAD WEEKS - A deload is a planned period of reduced training stress, typically lasting one week. - Purpose: To allow accumulated fatigue to dissipate while maintaining fitness, leading to a ""supercompensation"" effect where strength levels jump up. - Frequency: Most trainees benefit from a deload week every 4 to 8 weeks, depending on training intensity and individual recovery capacity. - How to Deload: 1. Volume reduction: Cut the number of sets and reps in half, keep weight the same. 2. Intensity reduction: Keep sets and reps the same, but reduce weight by 40-50%."
C0071,S24,Strength Training,Recovery,Rest Periods and Deload Strategies in Resistance Training,Journal of Strength and Conditioning Research,"1. Volume reduction: Cut the number of sets and reps in half, keep weight the same. 2. Intensity reduction: Keep sets and reps the same, but reduce weight by 40-50%. 3. Both: A slight reduction in both volume and intensity. REST INTERVALS BETWEEN SETS - The time spent resting between sets directly impacts the training outcome. - Hypertrophy (Muscle Growth): 60-90 seconds rest. This maximizes metabolic stress and hormonal response. - Maximal Strength: 3-5 minutes rest. This allows for near-complete recovery of the ATP-PC system, enabling maximal force production in the subsequent set. - Beginners should lean towards 90-120 seconds to ensure proper form is maintained throughout the workout. ACTIVE RECOVERY FOR LIFTERS - On non-lifting days, engaging in light, low-impact aerobic work (e.g., brisk walking, easy cycling) can aid recovery by promoting blood flow and nutrient delivery to recovering muscles without inducing further muscle damage. KEY TAKEAWAYS - Implement"
C0072,S24,Strength Training,Recovery,Rest Periods and Deload Strategies in Resistance Training,Journal of Strength and Conditioning Research,"low-impact aerobic work (e.g., brisk walking, easy cycling) can aid recovery by promoting blood flow and nutrient delivery to recovering muscles without inducing further muscle damage. KEY TAKEAWAYS - Implement a deload week every 4-8 weeks to prevent overtraining. - Rest 3-5 minutes between heavy strength sets, and 60-90 seconds for hypertrophy sets. - Use light walking or cycling on rest days to promote blood flow."
